bench,layer,T_ref,loop,defected,virtual,serial,disable,redundant
dedup,3,318.43,100,0.25,60.0,3.0,1.25,0.0
dedup,0,318.93,100,0.25,61.75,2.125,1.0625,0.0
dedup,1,318.93,100,0.21875,53.0,2.4375,1.375,0.0
dedup,2,318.93,100,0.0,0.0,0.0,0.0,0.0
dedup,3,318.93,100,0.0,0.0,0.0,0.0,0.0
facesim,0,309.12,100,0.75,1.375,98.125,0.0,0.0
facesim,1,309.12,100,0.75,1.3125,98.1875,0.0,0.0
facesim,2,309.12,100,0.75,1.625,97.75,0.0,0.0
facesim,3,309.12,100,0.75,1.0625,98.6875,0.0,0.0
facesim,0,309.62,100,0.75,1.8125,98.0,0.0,0.0
facesim,1,309.62,100,0.75,2.125,97.0,0.0,0.0
facesim,2,309.62,100,0.5,34.375,51.4375,0.0,0.0
facesim,3,309.62,100,0.5,35.3125,50.625,0.0,0.0
facesim,0,310.12,100,0.5,34.375,50.875,0.0,0.0
facesim,1,310.12,100,0.5,34.4375,50.625,0.0,0.0
facesim,2,310.12,100,0.5,33.5625,51.6875,0.0,0.0
facesim,3,310.12,100,0.5,35.1875,51.25,0.0,0.0
facesim,0,310.62,100,0.5,33.9375,51.25,0.0,0.0
facesim,1,310.62,100,0.5,35.375,51.0625,0.0,0.0
facesim,2,310.62,100,0.5,34.4375,51.8125,0.0,0.0
facesim,3,310.62,100,0.5,32.25,52.9375,0.0,0.0
facesim,0,311.12,100,0.5,36.25,50.4375,0.0,0.0
facesim,1,311.12,100,0.5,33.6875,52.4375,0.0,0.0
facesim,2,311.12,100,0.5,34.625,50.9375,0.0,0.0
facesim,3,311.12,100,0.5,34.25,51.625,0.0,0.0
facesim,0,311.62,100,0.5,34.25,52.375,0.0,0.0
facesim,1,311.62,100,0.5,33.8125,52.375,0.0,0.0
facesim,2,311.62,100,0.5,36.5,49.375,0.0,0.0
facesim,3,311.62,100,0.5,34.5625,50.6875,0.0,0.0
